gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3897232603	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/69821	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Aspleniaceae	Asplenium	Asplenium formosum		SPECIES	Asplenium formosum Willd.	Asplenium formosum	Willd.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.381	-45.651222			700.0				2004-04-08	8	4	2004	2650687	2650687	PRESERVED_SPECIMEN	UNESP-RC	HRCB	69821	1146	Prado, J.	2017-05-01T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.429Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232591	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/69823	Plantae	Tracheophyta	Polypodiopsida	Schizaeales	Anemiaceae	Anemia	Anemia collina		SPECIES	Anemia collina Raddi	Anemia collina	Raddi	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.266389	-45.660528							2006-12-13	13	12	2006	7874655	7874655	PRESERVED_SPECIMEN	UNESP-RC	HRCB	69823	1744	Prado, J.	2017-05-01T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.999Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232584	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/73839	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Randia	Randia armata		SPECIES	Randia armata (Sw.) DC.	Randia armata	(Sw.) DC.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.431378	-45.619119							2006-11-25	25	11	2006	5339445	5339445	PRESERVED_SPECIMEN	UNESP-RC	HRCB	73839	2426	Melo, P.H.A.	2018-07-21T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.995Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232581	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/73835	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Randia	Randia armata		SPECIES	Randia armata (Sw.) DC.	Randia cf.armata	(Sw.) DC.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.256389	-45.669167							2002-10-04	4	10	2002	5339445	5339445	PRESERVED_SPECIMEN	UNESP-RC	HRCB	73835	83	Melo, P.H.A.	2010-07-21T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:58.529Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232580	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/73836	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Randia	Randia armata		SPECIES	Randia armata (Sw.) DC.	Randia cf.armata	(Sw.) DC.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.251583	-45.662972							2002-12-31	31	12	2002	5339445	5339445	PRESERVED_SPECIMEN	UNESP-RC	HRCB	73836	334	Melo, P.H.A.	2010-07-21T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.325Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232579	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/73837	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Randia	Randia armata		SPECIES	Randia armata (Sw.) DC.	Randia armata	(Sw.) DC.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.381	-45.661917							2003-03-06	6	3	2003	5339445	5339445	PRESERVED_SPECIMEN	UNESP-RC	HRCB	73837	419	Melo, P.H.A.	2018-07-21T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.422Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232558	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/73820	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Gouania	Gouania polygama		SPECIES	Gouania polygama (Jacq.) Urb.	Gouania polygama	(Jacq.) Urb.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.256389	-45.669167			700.0				2003-03-08	8	3	2003	5372439	5372439	PRESERVED_SPECIMEN	UNESP-RC	HRCB	73820	480	Melo, P.H.A.	2018-07-20T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:58.524Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232557	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72972	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Aspleniaceae	Asplenium	Asplenium cristatum		SPECIES	Asplenium cristatum Lam.	Asplenium cristatum	Lam.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.387222	-45.649722			750.0				2003-10-28	28	10	2003	2650645	2650645	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72972	929	Melo, P.H.A.	2017-05-01T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.992Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232555	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/73821	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnidium	Rhamnidium elaeocarpum		SPECIES	Rhamnidium elaeocarpum Reissek	Rhamnidium elaeocarpum	Reissek	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.37875	-45.651861							2005-06-26	26	6	2005	3874704	3874704	PRESERVED_SPECIMEN	UNESP-RC	HRCB	73821	1082	Melo, P.H.A.	2010-07-21T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.367Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232551	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72970	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Pteridaceae	Adiantopsis	Adiantopsis regularis		SPECIES	Adiantopsis regularis (Mett.) T.Moore	Adiantopsis regularis	(Kunze) T. Moore	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.256389	-45.669167			700.0				2003-05-26	26	5	2003	3749961	3749961	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72970	701	Prado, J.	2017-05-01T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:58.521Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232542	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/69859	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Aspleniaceae	Asplenium	Asplenium dimidiatum		SPECIES	Asplenium dimidiatum Sw.	Asplenium dimidiatum	Sw.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.335608	-45.587581							2006-11		11	2006	7310815	7310815	PRESERVED_SPECIMEN	UNESP-RC	HRCB	69859	2476	Prado, J.	2017-05-01T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.395Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232541	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/69858	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Aspleniaceae	Asplenium	Asplenium balansae		SPECIES	Asplenium balansae (Baker) Sylvestre	Asplenium balansae	(Baker) Sylvestre	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.335608	-45.587581							2006-11		11	2006	8317521	8317521	PRESERVED_SPECIMEN	UNESP-RC	HRCB	69858	2475	Prado, J.	2017-05-01T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.393Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232540	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/69857	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Aspleniaceae	Asplenium	Asplenium formosum		SPECIES	Asplenium formosum Willd.	Asplenium formosum	Willd.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.431378	-45.619119							2006-11-25	25	11	2006	2650687	2650687	PRESERVED_SPECIMEN	UNESP-RC	HRCB	69857	2425	Prado, J.	2017-05-01T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.371Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232398	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/73053	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Matayba	Matayba guianensis		SPECIES	Matayba guianensis Aubl.	Matayba guianensis	Aubl.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.431378	-45.619119							2006-11-25	25	11	2006	3784329	3784329	PRESERVED_SPECIMEN	UNESP-RC	HRCB	73053	2431			CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.139Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232385	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/73041	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Cardiospermum			GENUS	Cardiospermum L.	Cardiospermum		BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.270278	-45.663194							2004-04-10	10	4	2004	3189931		PRESERVED_SPECIMEN	UNESP-RC	HRCB	73041	1169			CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.			2026-06-26T18:22:56.111Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232375	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/73040	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Cardiospermum			GENUS	Cardiospermum L.	Cardiospermum		BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.256389	-45.669167			700.0				2003-03-08	8	3	2003	3189931		PRESERVED_SPECIMEN	UNESP-RC	HRCB	73040	469			CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.			2026-06-26T18:22:56.329Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232371	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/73039	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Cardiospermum			GENUS	Cardiospermum L.	Cardiospermum		BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.251583	-45.662972							2002-12-31	31	12	2002	3189931		PRESERVED_SPECIMEN	UNESP-RC	HRCB	73039	348			CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.			2026-06-26T18:22:56.012Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232351	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/73028	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Allophylus	Allophylus racemosus		SPECIES	Allophylus racemosus Sw.	Allophylus racemosus	Sw.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.266389	-45.660528							2006-12-14	14	12	2006	5421135	5421135	PRESERVED_SPECIMEN	UNESP-RC	HRCB	73028	1760	Melo, P.H.A.	2018-03-16T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.220Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232350	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/73029	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Allophylus	Allophylus racemosus		SPECIES	Allophylus racemosus Sw.	Allophylus racemosus	Sw.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.335608	-45.587581							2006-11		11	2006	5421135	5421135	PRESERVED_SPECIMEN	UNESP-RC	HRCB	73029	2469	Sabino, G.P.	2018-03-16T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:55.986Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232332	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72161	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	Peperomia gardneriana		SPECIES	Peperomia gardneriana Miq.	Peperomia gardneriana	Miq.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.262472	-45.670944							2005-01-08	8	1	2005	4185090	4185090	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72161	1422			CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.002Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232331	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72164	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	Peperomia rubricaulis		SPECIES	Peperomia rubricaulis (Nees) A.Dietr.	Peperomia rubricaulis	(Nees) A. Dietr.	BR	Fazenda Posse Grande, proximidades da CSN.	Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.335608	-45.587581							2006-11		11	2006	7305730	7305730	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72164	2474			CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:55.979Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232330	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72163	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Piper amalago		SPECIES	Piper amalago L.	Piper amalago	L.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.431378	-45.619119							2006-11-25	25	11	2006	3086333	3086333	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72163	2433			CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.071Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232329	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72160	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	Peperomia gardneriana		SPECIES	Peperomia gardneriana Miq.	Peperomia gardneriana	Miq.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.364639	-45.669861			676.0				2005-12-31	31	12	2005	4185090	4185090	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72160	1408			CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.097Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232324	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72396	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Piper crassinervium		SPECIES	Piper crassinervium Kunth	Piper crassinervium	Kunth	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.256389	-45.669167							2003-05-26	26	5	2003	7305747	7305747	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72396	681	Melo, P.H.A.	2004-04-01T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.069Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232322	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72157	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	Peperomia lanceolatopeltata		SPECIES	Peperomia lanceolatopeltata C.DC.	Peperomia lanceolatapeltada	C. DC.	BR	Fazenda Faroeste, margem esquerda do Rio São Miguel.	Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.262528	-45.669528							2005-03-25	25	3	2005	7305545	7305545	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72157	1321	Marcusso, G.M.	2018-09-26T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.			2026-06-26T18:22:55.927Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE;TAXON_MATCH_FUZZY
3897232320	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72151	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Piper oblancifolium		SPECIES	Piper oblancifolium Yunck.	Piper cf.oblancifolium	Yunck.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.255556	-45.67							2005-01-08	8	1	2005	4189506	4189506	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72151	822	Marcusso, G.M.	2020-08-08T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:55.965Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232319	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72150	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	Peperomia blanda		SPECIES	Peperomia blanda (Jacq.) Kunth	Peperomia blanda	(Jacq.) Kunth	BR	Fazenda Amargoso, MG 439 Km 16.	Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.387222	-45.649722							2003-05-25	25	5	2003	4184947	4184947	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72150	636	Melo, P.H.A.	2004-04-01T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:55.893Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232317	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72153	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Piper aduncum		SPECIES	Piper aduncum L.	Piper aduncum	L.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.384917	-45.649361							2003-12-08	8	12	2003	3086337	3086337	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72153	986			CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:58.185Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3897232316	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72152	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Piper mikanianum		SPECIES	Piper mikanianum (Kunth) Steud.	Piper mikanianum	Steud.	BR		Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.255917	-45.662583							2002-11-16	16	11	2002	7305008	7305008	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72152	932	Marcusso, G.M.	2020-08-11T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:55.869Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3868231303	7741a517-ab3d-4b85-ae58-56322e44c8ce	https://specieslink.net/guid/2/210128	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Phytolaccaceae	Petiveria	Petiveria alliacea		SPECIES	Petiveria alliacea L.	Petiveria alliacea	L.	BR	Fazenda Amargoso, MG 439 Km 16	Minas Gerais	PRESENT		d073b448-6b80-4364-8c38-18d08b88797f	-20.381	-45.661917							2003-05-25	25	5	2003	3084012	3084012	PRESERVED_SPECIMEN	UNICAMP	UEC	210128	639	Melo, PHA	2018-07-20T00:00:00	CC_BY_4_0	Herbário da Universidade Estadual de Campinas	Melo, PHA; Carvalho, FA		introduced	2026-06-18T16:10:08.106Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3868138332	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72165	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	Peperomia warmingii		SPECIES	Peperomia warmingii C.DC.	Peperomia warmingii	C. DC.	BR	Fazenda Posse Grande, proximidades da CSN.	Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.335608	-45.587581							2006-11		11	2006	4188434	4188434	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72165	2480	Marcusso, G.M.	2019-01-04T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:56.120Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3828027303	d2470ef8-edfa-4ba7-821e-c3e1a537bdba	https://specieslink.net/guid/220/88384	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Romanoa	Romanoa tamnoides		SPECIES	Romanoa tamnoides (A.Juss.) Radcl.-Sm.	Romanoa tamnoides	(A.Juss.) Radcl.-Sm.	BR	Fazenda Faroeste, Margem esquerda do Rio São Miguel.	Minas Gerais	PRESENT		4265f332-341c-45f6-b30b-5dc2e39b86e8	-20.263722	-45.670444							2004-04-09	9	4	2004	5378207	5378207	PRESERVED_SPECIMEN	UFMG	BHCB	88384	1165	Viana, PL		CC_BY_4_0	Herbário da UFMG - Fanerógamas, Algas e Fungos	Melo, PHA de; Salino, A; Viana, PL; Mota, NFO; Leite, FSF		native	2026-06-25T20:18:11.733Z		CONTINENT_DERIVED_FROM_COORDINATES;IDENTIFIED_DATE_INVALID;INSTITUTION_MATCH_NONE
3827990700	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72968	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cenchrus	Cenchrus pedicellatus		SPECIES	Cenchrus pedicellatus (Trin.) Morrone	Cenchrus pedicellatus	(Trin.) Morrone	BR	Fazenda Faroeste, margem direita do Rio São Miguel.	Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.251583	-45.662972							2003-04-07	7	4	2003	5828233	5828233	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72968	536	Viana, P.L.	2004-09-01T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		introduced	2026-06-26T18:22:55.613Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3827990699	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72969	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Olyra	Olyra ciliatifolia		SPECIES	Olyra ciliatifolia Raddi	Olyra ciliatifolia	Raddi	BR	Fazenda Amargoso, MG 439 Km 16	Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.381	-45.64525							2004-03-03	3	3	2004	5679055	5679055	PRESERVED_SPECIMEN	UNESP-RC	HRCB	72969	1112	Viana, P.L.	2004-09-01T00:00:00	CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.		native	2026-06-26T18:22:55.920Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
3827990697	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72129	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus			GENUS	Phyllanthus L.	Phyllanthus		BR	Fazenda Amargoso, MG 439 Km 16	Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.381	-45.661917							2003-03-06	6	3	2003	3061139		PRESERVED_SPECIMEN	UNESP-RC	HRCB	72129	451			CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.			2026-06-26T18:22:55.918Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE;TAXON_MATCH_HIGHERRANK
3827990692	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72128	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus			GENUS	Phyllanthus L.	Phyllanthus		BR	Fazenda Amargoso, MG 439 Km 16	Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.381	-45.661917							2003-03-06	6	3	2003	3061139		PRESERVED_SPECIMEN	UNESP-RC	HRCB	72128	443			CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.			2026-06-26T18:22:55.626Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE;TAXON_MATCH_HIGHERRANK
3827990579	fdf55163-54d8-4bc7-862d-7e41068589e3	https://specieslink.net/guid/15/72316	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Polygonum			GENUS	Polygonum L.	Polygonum		BR	Fazenda Faroeste, margem direita do Rio São Miguel.	Minas Gerais	PRESENT		92bd7d31-3255-4f1c-8552-cbb6fbe60478	-20.266389	-45.660528							2005-01-07	7	1	2005	2889077		PRESERVED_SPECIMEN	UNESP-RC	HRCB	72316	1415			CC_BY_4_0	Herbário Rioclarense	Melo, P.H.A.			2026-06-26T18:22:56.431Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE;TAXON_MATCH_HIGHERRANK
