gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	projectTitle	projectID	fundingAttribution	fundingAttributionID	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
3897232371				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73039	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73039	73039	348	Melo, P.H.A.															present									Trepadeira, terrícola, interior do afloramento, vegetação relacionada a afloramento calcário, botões verdes, frutos imaturos marrom-claros.															2002-12-31				2002	12	31																				Brasil		Minas Gerais		Arcos														-20.251583	-45.662972	WGS84																																																					Cardiospermum								Plantae					Sapindaceae				Cardiospermum														
3897232351				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73028	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73028	73028	1760	Melo, P.H.A.											nativa				present									Árvore, terrícola, entorno do afloramento, frutos imaturos amarelos.															2006-12-14				2006	12	14																				Brasil		Minas Gerais		Arcos														-20.266389	-45.660528	WGS84																																							Melo, P.H.A.		2018-3-16												Allophylus racemosus								Plantae					Sapindaceae				Allophylus				racemosus					Sw.					
3897232350				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73029	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73029	73029	2469	Melo, P.H.A.											nativa				present									Árvore, terrícola, entorno do afloramento, flores cremes.															2006-11				2006	11																					Brasil		Minas Gerais		Pains														-20.335608	-45.587581	WGS84																																							Sabino, G.P.		2018-3-16												Allophylus racemosus								Plantae					Sapindaceae				Allophylus				racemosus					Sw.					
3897232332				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72161	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72161	72161	1422	Melo, P.H.A.											nativa				present									Erva, rupícola, interior do afloramento, vegetação relacionada a afloramento calcário, espigas esverdeadas, presença de tubérculos não coletados.															2005-1-8				2005	1	8																				Brasil		Minas Gerais		Iguatama														-20.262472	-45.670944	WGS84																																																					Peperomia gardneriana								Plantae					Piperaceae				Peperomia				gardneriana					Miq.					
3897232331				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72164	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72164	72164	2474	Melo, P.H.A.											nativa				present									Erva, rupícola, interior do afloramento, espigas esverdeadas.															2006-11				2006	11																					Brasil		Minas Gerais		Pains	Fazenda Posse Grande, proximidades da CSN.													-20.335608	-45.587581	WGS84																																																					Peperomia rubricaulis								Plantae					Piperaceae				Peperomia				rubricaulis					(Nees) A. Dietr.					
3897232330				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72163	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72163	72163	2433	Melo, P.H.A.											nativa				present									Arbusto, terrícola, margem de curso d'água, espigas esverdeadas.															2006-11-25				2006	11	25																				Brasil		Minas Gerais		Pains														-20.431378	-45.619119	WGS84																																																					Piper amalago								Plantae					Piperaceae				Piper				amalago					L.					
3897232329				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72160	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72160	72160	1408	Melo, P.H.A.											nativa				present									Erva, rupícola, entorno do afloramento, vegetação relacionada a afloramento calcário, espigas esverdeadas, presença de tubérculos.															2005-12-31				2005	12	31																				Brasil		Minas Gerais		Pains			676											-20.364639	-45.669861	WGS84																																																					Peperomia gardneriana								Plantae					Piperaceae				Peperomia				gardneriana					Miq.					
3897232324				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72396	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72396	72396	681	Melo, P.H.A.											nativa				present									Arbusto, terrestre, interior do afloramento, vegetação relacionada a afloramento calcário.															2003-5-26				2003	5	26																				Brasil		Minas Gerais		Iguatama														-20.256389	-45.669167	WGS84																																							Melo, P.H.A.		2004-4												Piper crassinervium								Plantae					Piperaceae				Piper				crassinervium					Kunth					
3897232322				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72157	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72157	72157	1321	Melo, P.H.A.															present									Erva, saxícola, interior do afloramento, vegetação relacionada a afloramento calcário.															2005-3-25				2005	3	25																				Brasil		Minas Gerais		Iguatama	Fazenda Faroeste, margem esquerda do Rio São Miguel.													-20.262528	-45.669528	WGS84																																							Marcusso, G.M.		2018-9-26												Peperomia lanceolatapeltada								Plantae					Piperaceae				Peperomia				lanceolatapeltada					C. DC.					
3897232320				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72151	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72151	72151	822	Melo, P.H.A.											nativa				present									Arbusto, terrestre, entorno do afloramento, vegetação relacionada a afloramento calcário.															2005-1-8				2005	1	8																				Brasil		Minas Gerais		Iguatama														-20.255556	-45.67	WGS84																																							Marcusso, G.M.		2020-8-8												Piper cf.oblancifolium								Plantae					Piperaceae				Piper				cf.oblancifolium					Yunck.					
3897232319				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72150	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72150	72150	636	Melo, P.H.A.											nativa				present									Erva, escandente, epífita, interior do afloramento, vegetação relacionada a afloramento calcário, espiga verde, folhas avermelhadas.															2003-5-25				2003	5	25																				Brasil		Minas Gerais		Pains	Fazenda Amargoso, MG 439 Km 16.													-20.387222	-45.649722	WGS84																																							Melo, P.H.A.		2004-4												Peperomia blanda								Plantae					Piperaceae				Peperomia				blanda					(Jacq.) Kunth					
3897232317				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72153	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72153	72153	986	Melo, P.H.A.											nativa				present									Arbusto, terrestre, entorno do afloramento, vegetação relacionada a afloramento calcário.															2003-12-8				2003	12	8																				Brasil		Minas Gerais		Pains														-20.384917	-45.649361	WGS84																																																					Piper aduncum								Plantae					Piperaceae				Piper				aduncum					L.					
3897232316				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72152	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72152	72152	932	Melo, P.H.A.											nativa				present									Arbusto, terrestre, interior do afloramento, vegetação relacionada a afloramento calcário.															2002-11-16				2002	11	16																				Brasil		Minas Gerais		Arcos														-20.255917	-45.662583	WGS84																																							Marcusso, G.M.		2020-8-11												Piper mikanianum								Plantae					Piperaceae				Piper				mikanianum					Steud.					
3868231303				https://creativecommons.org/licenses/by/4.0/	2026-06-12T18:21:07		https://specieslink.net/guid/2/210128	Herbário da Universidade Estadual de Campinas			https://specieslink.net/col/2		UNICAMP	UEC		Universidade Estadual de Campinas	PreservedSpecimen				https://specieslink.net/guid/2/210128	210128	639	Melo, PHA; Carvalho, FA											naturalizada				present			https://images.cria.org.br/viewer/UEC188699						Erva, terrícola, encosta de afloramento, terrestre, inflorescência branca, odor fétido.															2003-5-25				2003	5	25																				Brazil		Minas Gerais		Pains	Fazenda Amargoso, MG 439 Km 16													-20.381	-45.661917	WGS84																																							Melo, PHA		2018-7-20												Petiveria alliacea								Plantae	Magnoliopsida				Phytolaccaceae				Petiveria				alliacea					L.					
3868138332				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72165	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72165	72165	2480	Melo, P.H.A.											nativa				present									Erva, saxícola, interior do afloramento, espigas esverdeadas.															2006-11				2006	11																					Brasil		Minas Gerais		Pains	Fazenda Posse Grande, proximidades da CSN.													-20.335608	-45.587581	WGS84																																							Marcusso, G.M.		2019-1-4												Peperomia warmingii								Plantae					Piperaceae				Peperomia				warmingii					C. DC.					
3828027303				https://creativecommons.org/licenses/by/4.0/	2026-06-16T02:10:43		https://specieslink.net/guid/220/88384	Herbário da UFMG - Fanerógamas, Algas e Fungos			https://specieslink.net/col/220		UFMG	BHCB		Universidade Federal de Minas Gerais	PreservedSpecimen				https://specieslink.net/guid/220/88384	88384	1165	Melo, PHA de; Salino, A; Viana, PL; Mota, NFO; Leite, FSF											nativa				present									Trepadeira. Frutos imaturos verdes.; Na borda de mata seca.															2004-4-9				2004	4	9																				Brasil		Minas Gerais		Iguatama	Fazenda Faroeste, Margem esquerda do Rio São Miguel.													-20.263722	-45.670444	WGS84																																							Viana, PL		2005-11-0												Romanoa tamnoides								Plantae					Euphorbiaceae				Romanoa				tamnoides					(A.Juss.) Radcl.-Sm.					
3827990700				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72968	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72968	72968	536	Melo, P.H.A.											naturalizada				present									Erva, terrestre, entorno do afloramento, vagetação relacionada a afloramento calcário.															2003-4-7				2003	4	7																				Brasil		Minas Gerais		Arcos	Fazenda Faroeste, margem direita do Rio São Miguel.													-20.251583	-45.662972	WGS84																																							Viana, P.L.		2004-9												Cenchrus pedicellatus								Plantae					Poaceae				Cenchrus				pedicellatus					(Trin.) Morrone					
3827990699				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72969	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72969	72969	1112	Melo, P.H.A.											nativa				present									Erva, terrestre, interior do afloramento, vegetação relacionada a afloramento calcário, espiguetas estramínias.															2004-3-3				2004	3	3																				Brasil		Minas Gerais		Pains	Fazenda Amargoso, MG 439 Km 16													-20.381	-45.64525	WGS84																																							Viana, P.L.		2004-9												Olyra ciliatifolia								Plantae					Poaceae				Olyra				ciliatifolia					Raddi					
3827990697				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72129	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72129	72129	451	Melo, P.H.A.															present									Erva, saxícola, interior de afloramento, inflorescência creme.															2003-3-6				2003	3	6																				Brasil		Minas Gerais		Pains	Fazenda Amargoso, MG 439 Km 16													-20.381	-45.661917	WGS84																																																					Phyllanthus								Plantae					Phyllanthaceae				Phyllanthus														
3827990692				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72128	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72128	72128	443	Melo, P.H.A.															present									Erva, saxícola, encosta de afloramento, vegetação relacionada a afloramento calcário, inflorescência creme.															2003-3-6				2003	3	6																				Brasil		Minas Gerais		Pains	Fazenda Amargoso, MG 439 Km 16													-20.381	-45.661917	WGS84																																																					Phyllanthus								Plantae					Phyllanthaceae				Phyllanthus														
3827990579				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72316	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72316	72316	1415	Melo, P.H.A.															present									Erva, terrícola, entorno do afloramento, vegetação relacionada a afloramento calcário, flores róseas.															2005-1-7				2005	1	7																				Brasil		Minas Gerais		Arcos	Fazenda Faroeste, margem direita do Rio São Miguel.													-20.266389	-45.660528	WGS84																																																					Polygonum								Plantae					Polygonaceae				Polygonum														
3827990578				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/72317	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/72317	72317	2481	Melo, P.H.A.															present									Árvore, terrícola, interior do afloramento, frutos maduros com alas róseas.															2006-11				2006	11																					Brasil		Minas Gerais		Pains	Fazenda Posse Grande, proximidades da CSN.													-20.335608	-45.587581	WGS84																																																					Triplaris								Plantae					Polygonaceae				Triplaris														
3827990464				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73990	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73990	73990	666	Melo, P.H.A.											nativa				present									Árvore, terrícola, interior de afloramento, terrestre, frutos maduros negros.															2003-5-26				2003	5	26																				Brasil		Minas Gerais		Iguatama	Fazenda Faroeste, margem esquerda do Rio São Miguel.		800											-20.256389	-45.669167	WGS84																																							Melo, P.H.A.		2005-4												Ardisia guianensis								Plantae					Primulaceae				Ardisia				guianensis					(Aubl.) Mez					
3827990431				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73717	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73717	73717	2488	Melo, P.H.A.											nativa				present									Arbusto, terrícola, interior do afloramento, frutos maduros vermelhos.															2006-11				2006	11																					Brasil		Minas Gerais		Pains	Fazenda Posse Grande, proximidades da CSN.													-20.335608	-45.587581	WGS84																																							Melo, P.H.A.		2018-7-18												Eugenia lagoensis								Plantae					Myrtaceae				Eugenia				lagoensis					Kiaersk.					
3827990428				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73716	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73716	73716	2435	Melo, P.H.A.															present									Arbusto, terrícola, interior do afloramento, flores alvas.															2006-11-25				2006	11	25																				Brasil		Minas Gerais		Pains	Nascentes do Rio São Miguel, Região da Onça.													-20.431378	-45.619119	WGS84																																																													Plantae					Myrtaceae																		
3827990426				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73714	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73714	73714	2417	Melo, P.H.A.											nativa				present									Arbusto, terrícola, interior do afloramento, frutos imaturos verdes, vermelhos quando maduros.															2006-11-25				2006	11	25																				Brasil		Minas Gerais		Pains	Nascentes do Rio São Miguel, Região da Onça.													-20.431378	-45.619119	WGS84																																							Melo, P.H.A.		2018-7												Pimenta pseudocaryophyllus								Plantae					Myrtaceae				Pimenta				pseudocaryophyllus					(Gomes) Landrum					
3827990425				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73715	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73715	73715	2418	Melo, P.H.A.															present									Arbusto, terrícola, interio do afloramento, frutos imaturos verdes, amarelos quando maduros.															2006-11-25				2006	11	25																				Brasil		Minas Gerais		Pains	Nascentes do Rio São Miguel, Região da Onça.													-20.431378	-45.619119	WGS84																																																													Plantae					Myrtaceae																		
3827990397				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73687	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73687	73687	2482	Melo, P.H.A.											nativa				present									Erva, terrícola, interior do afloramento, cenanto vermelho-ocre.															2006-11				2006	11																					Brasil		Minas Gerais		Pains	Fazenda Posse Grande, proximidades da CSN													-20.335608	-45.587581	WGS84																																							Castro, R.M.		2007-7-18												Dorstenia vitifolia								Plantae					Moraceae				Dorstenia				vitifolia					Gardner					
3827990393				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73685	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73685	73685	247	Melo, P.H.A.											nativa				present									Árvore, rupícola, interior do afloramento, vagetação relacionada a afloramento de calcário.															2002-11-16				2002	11	16																				Brasil		Minas Gerais		Iguatama	Fazenda Faroeste, margem esquerda do Rio São Miguel.													-20.256389	-45.669167	WGS84																																							Sabino, G.P.		2018-7-18												Ficus guaranitica								Plantae					Moraceae				Ficus				guaranitica					Chodat					
3827990390				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73686	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73686	73686	807	Melo, P.H.A.											nativa				present									Árvore, rupícola, entorno do afloramento, vegetação relacionada a afloramento calcário, inflorescência verde.															2003-10-28				2003	10	28																				Brasil		Minas Gerais		Iguatama	Fazenda Faroeste, margem esquerda do Rio São Miguel.													-20.255556	-45.67	WGS84																																							Melo, P.H.A.		2018-7-18												Ficus calyptroceras								Plantae					Moraceae				Ficus				calyptroceras					(Miq.) Miq.					
3827990365				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73809	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73809	73809	2523	Melo, P.H.A.															present									Árvore, terrícola, cerrado sensu-strictu, frutos imaturos verdes.															2007-8-27				2007	8	27																				Brasil		Minas Gerais		Arcos	Sul do bairro Olaria.		754											-20.275111	-45.535194	WGS84																																																					Myrsine								Plantae					Primulaceae				Myrsine														
3827990364				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73808	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73808	73808	2514	Melo, P.H.A.															present									Árvore, terrícola, cerrado sensu-strictu, flores amarelas.															2007-8-27				2007	8	27																				Brasil		Minas Gerais		Arcos	Sul do bairro Olaria.		754											-20.275111	-45.535194	WGS84																																																					Myrsine								Plantae					Primulaceae				Myrsine														
3827990351				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73790	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73790	73790	1424	Melo, P.H.A.											nativa				present									Árvore, terrícola, interior do afloramento, vegetação relacionada a afloramento calcário, frutos alaranjados.															2005-1-8				2005	1	8																				Brasil		Minas Gerais		Iguatama	Fazenda Faroeste, margem esquerda do Rio São Miguel.													-20.262472	-45.670944	WGS84																																							Melo, P.H.A.		2018-7-20												Picramnia ramiflora								Plantae					Picramniaceae				Picramnia				ramiflora					Planch.					
3827990342				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73783	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73783	73783	639	Melo, P.H.A.											naturalizada				present									Erva, terrícola, encosta de afloramento, terrestre, inflorescência branca, odor fétido.															2003-5-25				2003	5	25																				Brasil		Minas Gerais		Pains	Fazenda Amargoso, MG 439 Km 16		750											-20.381	-45.661917	WGS84																																							Melo, P.H.A.		2018-7-20												Petiveria alliacea								Plantae					Phytolaccaceae				Petiveria				alliacea					L.					
3827990340				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73784	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73784	73784	1003	Melo, P.H.A.											naturalizada				present									Erva, terrestre, entorno do afloramento, vegetação relacionada a afloramento calcário.															2003-12-8				2003	12	8																				Brasil		Minas Gerais		Pains	Fazenda Amargoso, MG 439 Km 16													-20.384917	-45.649361	WGS84																																							Melo, P.H.A.		2018-7-20												Petiveria alliacea								Plantae					Phytolaccaceae				Petiveria				alliacea					L.					
3827990337				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73785	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73785	73785	2430	Melo, P.H.A.											nativa				present									Árvore, rupicola, interior do afloramento, flores creme.															2006-11-25				2006	11	25																				Brasil		Minas Gerais		Pains	Nascentes do Rio São Miguel, Região da Onça.													-20.431378	-45.619119	WGS84																																							Melo, P.H.A.		2018-7-20												Phytolacca dioica								Plantae					Phytolaccaceae				Phytolacca				dioica					L.					
3827990319				https://creativecommons.org/licenses/by/4.0/	2026-06-25T12:21:56		https://specieslink.net/guid/15/73741	Herbário Rioclarense			https://specieslink.net/col/15		UNESP-RC	HRCB		Universidade Estadual Paulista - Campus de Rio Claro	PreservedSpecimen				https://specieslink.net/guid/15/73741	73741	1412	Melo, P.H.A.															present									Arbusto, terrícola, entorno do afloramento, vegetação relacionada a afloramento calcário, flores amarelas, frutos maduros avermelhados.															2005-1-7				2005	1	7																				Brasil		Minas Gerais		Arcos	Fazenda Faroeste, margem esquerda do Rio São Miguel.													-20.266389	-45.660528	WGS84																																																					Ludwigia								Plantae					Onagraceae				Ludwigia														
3800725307				https://creativecommons.org/licenses/by/4.0/	2026-06-16T02:10:43		https://specieslink.net/guid/220/94002	Herbário da UFMG - Fanerógamas, Algas e Fungos			https://specieslink.net/col/220		UFMG	BHCB		Universidade Federal de Minas Gerais	PreservedSpecimen				https://specieslink.net/guid/220/94002	94002	641	Melo, PHA de; Carvalho, FA											nativa				present									Herbácea, terrestre. Frutos imaturos verdes.; Área de mineração, sobra afloramento calcário.															2003-5-25				2003	5	25																				Brasil		Minas Gerais		Pains	Fazenda Amargoso, MG-439, Km 16.													-20.387222	-45.649722	WGS84																																							Antar, GM		2022-4-0												Cantinoa mutabilis								Plantae					Lamiaceae				Cantinoa				mutabilis					(Rich.) Harley & J.F.B.Pastore					
